alpha_factor,nodes_size,seed,RMSE,Trunc_MSE,Trunc_MAE,Accuracy,F1,Time,NoTears,Is_DAG
1.5,7,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4004466999322176,-0.0,1
1.5,7,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39803919987753034,-0.0,1
1.5,7,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.36880380008369684,-0.0,1
1.5,7,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.35718299984000623,-0.0,1
1.5,10,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3565944000147283,-0.0,1
1.5,10,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.34593670000322163,-0.0,1
1.5,10,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3492600000463426,-0.0,1
1.5,10,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.37964230007492006,-0.0,1
1.5,10,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.35652639996260405,-0.0,1
1.5,10,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3514112001284957,-0.0,1
1.5,10,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.363688999786973,-0.0,1
1.5,10,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3464659000746906,-0.0,1
1.5,10,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3526650001294911,-0.0,1
1.5,10,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3513610998634249,-0.0,1
1.5,15,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.35155649995431304,-0.0,1
1.5,15,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3605120999272913,-0.0,1
1.5,15,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3859923998825252,-0.0,1
1.5,15,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39057839987799525,-0.0,1
1.5,15,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3933997000567615,-0.0,1
1.5,15,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3894962999038398,-0.0,1
1.5,15,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39969950006343424,-0.0,1
1.5,15,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40133109991438687,-0.0,1
1.5,15,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.44030870008282363,-0.0,1
1.5,15,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4798160002101213,-0.0,1
1.5,20,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4761102001648396,-0.0,1
1.5,20,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.43232830008491874,-0.0,1
1.5,20,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40683089988306165,-0.0,1
1.5,20,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3773360999766737,-0.0,1
1.5,20,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.34957599989138544,-0.0,1
1.5,20,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.35393520002253354,-0.0,1
1.5,20,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.34634460019879043,-0.0,1
1.5,20,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.346275300020352,-0.0,1
1.5,20,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.347223199903965,-0.0,1
1.5,20,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3657660000026226,-0.0,1
1.75,7,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.43020839989185333,-0.0,1
1.75,7,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.36450319993309677,-0.0,1
1.75,7,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.36796940001659095,-0.0,1
1.75,7,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.37142039998434484,-0.0,1
1.75,7,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.36488069989718497,-0.0,1
1.75,7,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.35656700003892183,-0.0,1
1.75,7,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.363333199871704,-0.0,1
1.75,7,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3908750999253243,-0.0,1
1.75,7,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4314579002093524,-0.0,1
1.75,7,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40598949999548495,-0.0,1
1.75,10,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4033657000400126,-0.0,1
1.75,10,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4097941000945866,-0.0,1
1.75,10,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4015773998107761,-0.0,1
1.75,10,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39540229993872344,-0.0,1
1.75,10,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3994185000192374,-0.0,1
1.75,10,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40722259995527565,-0.0,1
1.75,10,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40973269985988736,-0.0,1
1.75,10,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.442336100153625,-0.0,1
1.75,10,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4088273998349905,-0.0,1
1.75,10,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4085437001194805,-0.0,1
1.75,15,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40076679992489517,-0.0,1
1.75,15,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40883029997348785,-0.0,1
1.75,15,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4043703998904675,-0.0,1
1.75,15,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40115940012037754,-0.0,1
1.75,15,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39261060021817684,-0.0,1
1.75,15,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3916610998567194,-0.0,1
1.75,15,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.43439999991096556,-0.0,1
1.75,15,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.43663040013052523,-0.0,1
1.75,15,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.405346899991855,-0.0,1
1.75,15,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40672559989616275,-0.0,1
1.75,20,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40360879991203547,-0.0,1
1.75,20,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40149380010552704,-0.0,1
1.75,20,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4244051999412477,-0.0,1
1.75,20,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40760539984330535,-0.0,1
1.75,20,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4400675999931991,-0.0,1
1.75,20,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40963129978626966,-0.0,1
1.75,20,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4090092000551522,-0.0,1
1.75,20,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4216207000426948,-0.0,1
1.75,20,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4052120998967439,-0.0,1
1.75,20,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.41294669988565147,-0.0,1
2.0,7,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.41942729987204075,-0.0,1
2.0,7,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40712729981169105,-0.0,1
2.0,7,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4370100998785347,-0.0,1
2.0,7,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4131440999917686,-0.0,1
2.0,7,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4038901999592781,-0.0,1
2.0,7,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3970278000924736,-0.0,1
2.0,7,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39446599991060793,-0.0,1
2.0,7,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.390606899978593,-0.0,1
2.0,7,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39691850007511675,-0.0,1
2.0,7,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3983356999233365,-0.0,1
2.0,10,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40193020016886294,-0.0,1
2.0,10,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.446308100130409,-0.0,1
2.0,10,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.47283089999109507,-0.0,1
2.0,10,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.46417339984327555,-0.0,1
2.0,10,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4459629999473691,-0.0,1
2.0,10,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4426804000977427,-0.0,1
2.0,10,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4398858000058681,-0.0,1
2.0,10,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4725959000643343,-0.0,1
2.0,10,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4490481000393629,-0.0,1
2.0,10,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.46651099994778633,-0.0,1
2.0,15,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.421539600007236,-0.0,1
2.0,15,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4066703000571579,-0.0,1
2.0,15,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.413789999904111,-0.0,1
2.0,15,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4136585001833737,-0.0,1
2.0,15,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.41987490002065897,-0.0,1
2.0,15,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.41234429995529354,-0.0,1
2.0,15,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38417940004728734,-0.0,1
2.0,15,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.35743119986727834,-0.0,1
2.0,15,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3928894998971373,-0.0,1
2.0,15,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3673283001407981,-0.0,1
2.0,20,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3620919999666512,-0.0,1
2.0,20,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3713908998761326,-0.0,1
2.0,20,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3626384998206049,-0.0,1
2.0,20,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.34361180011183023,-0.0,1
2.0,20,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3437097000423819,-0.0,1
2.0,20,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3448761999607086,-0.0,1
2.0,20,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3535207000095397,-0.0,1
2.0,20,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.37417569989338517,-0.0,1
2.0,20,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.35944220004603267,-0.0,1
2.0,20,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.34982829983346164,-0.0,1
2.25,7,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3760418000165373,-0.0,1
2.25,7,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38209420000202954,-0.0,1
2.25,7,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3864663999993354,-0.0,1
2.25,7,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3858654999639839,-0.0,1
2.25,7,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38746849982999265,-0.0,1
2.25,7,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3825210998766124,-0.0,1
2.25,7,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3774413999635726,-0.0,1
2.25,7,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4269679000135511,-0.0,1
2.25,7,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3953031999990344,-0.0,1
2.25,7,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38013039994984865,-0.0,1
2.25,10,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3853186999913305,-0.0,1
2.25,10,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.385760199977085,-0.0,1
2.25,10,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38791200006380677,-0.0,1
2.25,10,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3855069000273943,-0.0,1
2.25,10,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38623419986106455,-0.0,1
2.25,10,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3846074999310076,-0.0,1
2.25,10,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.42441019997932017,-0.0,1
2.25,10,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3895277001429349,-0.0,1
2.25,10,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38380219996906817,-0.0,1
2.25,10,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3795547999907285,-0.0,1
2.25,15,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38358219992369413,-0.0,1
2.25,15,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4172610000241548,-0.0,1
2.25,15,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3958461000584066,-0.0,1
2.25,15,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3842144999653101,-0.0,1
2.25,15,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38612989988178015,-0.0,1
2.25,15,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4113018000498414,-0.0,1
2.25,15,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4239087998867035,-0.0,1
2.25,15,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39990320010110736,-0.0,1
2.25,15,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3920430999714881,-0.0,1
2.25,15,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38261290010996163,-0.0,1
2.25,20,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3882415001280606,-0.0,1
2.25,20,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3848093000706285,-0.0,1
2.25,20,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38467319984920323,-0.0,1
2.25,20,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38391800015233457,-0.0,1
2.25,20,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3796523998025805,-0.0,1
2.25,20,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39235659991391003,-0.0,1
2.25,20,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.386861199978739,-0.0,1
2.25,20,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38456119992770255,-0.0,1
2.25,20,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4095666999928653,-0.0,1
2.25,20,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39606020017527044,-0.0,1
2.5,7,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38514210004359484,-0.0,1
2.5,7,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3827698999084532,-0.0,1
2.5,7,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3823331000749022,-0.0,1
2.5,7,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3844948001205921,-0.0,1
2.5,7,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38534940010868013,-0.0,1
2.5,7,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3751374001149088,-0.0,1
2.5,7,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3848790000192821,-0.0,1
2.5,7,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4104370998684317,-0.0,1
2.5,7,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.400759199867025,-0.0,1
2.5,7,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38927350006997585,-0.0,1
2.5,10,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38615850009955466,-0.0,1
2.5,10,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38409220008179545,-0.0,1
2.5,10,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38514889986254275,-0.0,1
2.5,10,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.385152000002563,-0.0,1
2.5,10,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3807465999852866,-0.0,1
2.5,10,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3918784998822957,-0.0,1
2.5,10,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4055068998131901,-0.0,1
2.5,10,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.40188310015946627,-0.0,1
2.5,10,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3885651999153197,-0.0,1
2.5,10,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38648659992031753,-0.0,1
2.5,15,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38729600002989173,-0.0,1
2.5,15,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38167829997837543,-0.0,1
2.5,15,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3779436000622809,-0.0,1
2.5,15,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3818546000402421,-0.0,1
2.5,15,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3826091999653727,-0.0,1
2.5,15,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38319989992305636,-0.0,1
2.5,15,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.42941059987060726,-0.0,1
2.5,15,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3923446999397129,-0.0,1
2.5,15,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3812504999805242,-0.0,1
2.5,15,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38237470015883446,-0.0,1
2.5,20,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3851739000529051,-0.0,1
2.5,20,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3985905998852104,-0.0,1
2.5,20,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3786528999917209,-0.0,1
2.5,20,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3820369001477957,-0.0,1
2.5,20,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.41176570020616055,-0.0,1
2.5,20,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3903820998966694,-0.0,1
2.5,20,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3795717000029981,-0.0,1
2.5,20,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3807616999838501,-0.0,1
2.5,20,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38178039994090796,-0.0,1
2.5,20,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39389829989522696,-0.0,1
2.75,7,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3838138000573963,-0.0,1
2.75,7,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.38512789993546903,-0.0,1
2.75,7,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4032809000927955,-0.0,1
2.75,7,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.4242814998142421,-0.0,1
2.75,7,44,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3978730000089854,-0.0,1
2.75,7,45,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3878277000039816,-0.0,1
2.75,7,46,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.39125139988027513,-0.0,1
2.75,7,47,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.37728290003724396,-0.0,1
2.75,7,48,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.35386149981059134,-0.0,1
2.75,7,49,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3494698000140488,-0.0,1
2.75,10,40,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3495036999229342,-0.0,1
2.75,10,41,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3422586000524461,-0.0,1
2.75,10,42,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3465933999978006,-0.0,1
2.75,10,43,0.31041156426922656,0.02553416489649806,0.15846750466288637,0.9999999988888888,0.9999999975,0.3692105000372976,-0.0,1
