lambda,nodes_size,seed,RMSE,Trunc_MSE,Trunc_MAE,Accuracy,F1,Time,NoTears,Is_DAG
5,7,40,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,4.326705699997547,0.09235613964817008,0
5,7,41,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,2.693429800005106,0.09235613964817008,0
5,7,42,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.65317469999718,0.09235613964817008,0
5,7,43,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.6341229000026942,0.09235613964817008,0
5,7,44,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.5552806000050623,0.09235613964817008,0
5,7,45,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.572805400006473,0.09235613964817008,0
5,7,46,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.4776176000013947,0.09235613964817008,0
5,7,47,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.1808989999990445,0.09235613964817008,0
5,7,48,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.694712399999844,0.09235613964817008,0
5,7,49,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.501626099998248,0.09235613964817008,0
5,10,40,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.1499506999971345,0.09235613964817008,0
5,10,41,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,4.322580000000016,0.09235613964817008,0
5,10,42,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.8628413999977056,0.09235613964817008,0
5,10,43,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,6.613366600002337,0.09235613964817008,0
5,10,44,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.6067555000045104,0.09235613964817008,0
5,10,45,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.9888388000035775,0.09235613964817008,0
5,10,46,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.956717799999751,0.09235613964817008,0
5,10,47,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,2.6813108999995166,0.09235613964817008,0
5,10,48,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.479082900004869,0.09235613964817008,0
5,10,49,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.8551146000027074,0.09235613964817008,0
5,15,40,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,2.53063519999705,0.09235613964817008,0
5,15,41,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,2.9565633999955026,0.09235613964817008,0
5,15,42,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,4.180169600003865,0.09235613964817008,0
5,15,43,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.248591399998986,0.09235613964817008,0
5,15,44,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.456289800000377,0.09235613964817008,0
5,15,45,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,4.051858699996956,0.09235613964817008,0
5,15,46,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,4.05493430000206,0.09235613964817008,0
5,15,47,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.469529499998316,0.09235613964817008,0
5,15,48,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,4.054188699999941,0.09235613964817008,0
5,15,49,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,2.9399446999959764,0.09235613964817008,0
5,20,40,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,3.864728799999284,0.09235613964817008,0
5,20,41,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,6.615833699994255,0.09235613964817008,0
5,20,42,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,7.115145300005679,0.09235613964817008,0
5,20,43,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,5.165783199998259,0.09235613964817008,0
5,20,44,0.17903355026309817,0.008190249916602377,0.08913057432490606,0.5555555549382716,0.49999999937499995,4.2138004999942495,0.09235613964817008,0
