lambda,nodes_size,seed,RMSE,Trunc_MSE,Trunc_MAE,Accuracy,F1,Time,NoTears,Is_DAG
0,7,40,0.562876080932777,0.003358909560493174,0.05643963852296267,0.06122448978342357,0.11538461536242603,0.34167720000550617,0.11967960015671969,0
0,7,41,0.6239896404033791,0.010253146846005019,0.08961556717138902,0.08163265304456477,0.1509433961979352,0.3270648000034271,0.028944777545938265,0
0,7,42,0.46243492825108456,0.009523099849885409,0.07171371115356051,0.14285714282798834,0.24999999995535713,0.30098759999964386,0.09011372211423488,0
0,7,43,0.5349966096380041,0.009307121773479594,0.07009624129623486,0.12244897956684714,0.21818181814214876,0.280855299992254,0.10242056749592225,0
0,7,44,1.1144882219612875,0.00032023673459360795,0.017875096359692894,0.040816326522282384,0.07843137253364091,0.2984416999970563,0.0784431213151836,0
0,7,45,0.5962658920182442,0.0054911508127558645,0.0450397973167803,0.08163265304456477,0.1509433961979352,0.296252000000095,0.0478589789763287,0
0,7,46,0.489628769577141,0.008192267389663617,0.06945079510271454,0.10204081630570595,0.18518518515089163,0.2987335000070743,0.05164272785734821,0
0,7,47,0.4745187820476404,0.00842169245487441,0.07984704642912507,0.08163265304456477,0.1509433961979352,0.3168619000061881,0.11445745467888628,0
0,7,48,0.5584103246493827,0.03389446277264315,0.14803170411208574,0.06122448978342357,0.11538461536242603,0.295569499998237,0.06059466340817641,0
0,7,49,2.103134400140395,0.0011612696252327754,0.034077406374792896,0.020408163261141192,0.039999999992,0.2977471000049263,0.06034533538145838,0
0,10,40,0.5156186402387793,0.011312723446580868,0.09227243331356196,0.10999999998900001,0.1981981981803425,0.3359823999926448,0.09018583658995635,0
0,10,41,0.5293424263996944,0.010247753663697205,0.06705437753164031,0.09999999999,0.1818181818016529,0.343085999993491,0.10864784116495915,0
0,10,42,0.5277742041836143,0.008887482032257277,0.08337723564354654,0.12999999998700001,0.23008849555485944,0.3395602999953553,0.12673656570863762,0
0,10,43,0.7319999644415158,0.029633736851548634,0.15733594030732237,0.059999999994000006,0.11320754715913137,0.32050010000239126,0.10666164038468895,0
0,10,44,0.6352681476128007,0.0044283544334391195,0.05478315323092433,0.079999999992,0.14814814813443072,0.37530319999495987,0.11192310791652939,0
0,10,45,0.46686871594640783,0.010642538110034662,0.08970964730518981,0.10999999998900001,0.1981981981803425,0.34942149999551475,0.11226163957734461,0
0,10,46,0.5063664854895831,0.01061493335164158,0.08266527164888082,0.169999999983,0.29059829057345316,0.3575557000003755,0.08727427214778101,0
0,10,47,0.7226237487326532,0.012069471177998121,0.09116268968141593,0.059999999994000006,0.11320754715913137,0.3477665000100387,0.13017855523447938,0
0,10,48,0.6161263828906309,0.009274228816875714,0.07808005543588246,0.089999999991,0.16513761466374885,0.3582878000015626,0.10120564333890666,0
0,10,49,0.3328951553978882,0.013441460591872465,0.08834547465110194,0.13999999998600002,0.2456140350661742,0.38339730000006966,0.06377432064165206,0
0,15,40,0.5832096395657945,0.012308794268216692,0.08791995609733316,0.10666666666192592,0.19277108432960757,0.45903690000704955,0.1782951914341117,0
0,15,41,0.7835894330119723,0.012922000482693697,0.08630246254512991,0.07111111110795061,0.1327800829820423,0.4668357000045944,0.11108111572080115,0
0,15,42,0.5362923157749433,0.017692539378389584,0.10813618154825215,0.09333333332918518,0.17073170731013285,0.48972779999894556,0.2487534814661303,0
0,15,43,0.5378164069108853,0.013709074718802011,0.10251774558251622,0.08444444444069135,0.1557377049116501,0.4267512000078568,0.1681800865882277,0
0,15,44,0.6110188470401493,0.0189392218667602,0.10589131895418165,0.10666666666192592,0.19277108432960757,0.4287332000094466,0.16388074014469342,0
0,15,45,0.5320324657016786,0.013848259727605923,0.0976019340511571,0.10666666666192592,0.19277108432960757,0.5013835999998264,0.12182808895708758,0
0,15,46,0.5503730786990958,0.01438150782159031,0.0954365238982442,0.09777777777343209,0.1781376518146503,0.4417509000049904,0.2252449871738358,0
0,15,47,0.6447005100483152,0.008538749061162,0.07787981777013714,0.07555555555219753,0.1404958677627894,0.41648780000105035,0.21064404109970775,0
0,15,48,0.5495370694254932,0.009653174944801762,0.07467188622891004,0.12444444443891357,0.22134387350903778,0.4636012999981176,0.20492573199886963,0
0,15,49,0.4828237822208938,0.018698849431544973,0.1024783081468147,0.1333333333274074,0.2352941176378316,0.4486659999965923,0.2834165858813274,0
0,20,40,0.5927535129889965,0.01847588155211665,0.11231922398220602,0.1074999999973125,0.1941309255035185,0.52945550000004,0.2557925745966908,0
0,20,41,0.6220113246876633,0.015225297414261795,0.09428906103573814,0.0874999999978125,0.16091954022618576,0.5709148000023561,0.23142234040494988,0
0,20,42,0.6777803728702708,0.012865973634140366,0.09166908035397434,0.074999999998125,0.13953488371768524,0.5434794000029797,0.25472523997866636,0
0,20,43,0.6138953508624327,0.010996942569052905,0.08481581051473357,0.0874999999978125,0.16091954022618576,0.5378969000012148,0.2586769170365346,0
0,20,44,0.5881011642612212,0.013351911945174,0.08988359509473953,0.1074999999973125,0.1941309255035185,0.5586059999914141,0.38742655483477206,0
0,20,45,0.5969306978722858,0.011413197969087654,0.08884460989469783,0.0924999999976875,0.1693363844354843,0.5371072999987518,0.20456077650171633,0
0,20,46,0.5826310350292332,0.008591426741611988,0.07381448936488354,0.084999999997875,0.1566820276461594,0.5578705000079935,0.27394425068893535,0
0,20,47,0.7050475286306411,0.015465348680449569,0.1039434855742372,0.0724999999981875,0.13519813519498372,0.5241512000065995,0.15153627789650245,0
0,20,48,0.5384597747016259,0.012770866959214115,0.09736191178547002,0.1224999999969375,0.21826280623121908,0.5732314999913797,0.3340574883365436,0
0,20,49,0.5801296668812773,0.013712690280815093,0.09300348173252569,0.0974999999975625,0.1776765375813741,0.5504893999896012,0.2154730936320356,0
5,7,40,0.47776844345891484,0.12365872006556483,0.3396256401456807,0.8367346937067889,0.4285714282653061,0.3749771000002511,0.010641476092685712,0
5,7,41,0.3962512186672009,0.04601873907930597,0.20801952192529966,0.9183673467513536,0.666666666111111,0.36784950000583194,0.0002111644116128115,0
5,7,42,0.42316402830459704,0.05249620654614124,0.2140504047574793,0.8163265304456476,0.6086956519092628,0.36985160000040196,0.001372921255679135,0
5,7,43,0.6002179019735399,0.09969844860091555,0.2801064279278237,0.8163265304456476,0.5263157891966759,0.3615031999943312,0.001528756932399759,0
5,7,44,1.0,0.1721,0.4,0.959183673273636,0.0,0.639813800007687,-0.0,1
5,7,45,0.6064162707054687,0.13063885336792652,0.3420075641794741,0.8979591834902124,0.6153846149112425,0.13231919999816455,2.6436164372198237e-10,0
5,7,46,0.5830752965831787,0.09833759337940627,0.31130263678429515,0.9183673467513536,0.7142857137755102,0.14970189999439754,1.233313451372953e-11,0
5,7,47,0.2602584949722871,0.03263951588475466,0.14364305662622143,0.6938775508788005,0.347826086805293,0.3433171000069706,0.003859298996926268,0
5,7,48,0.5249983329130083,0.16531991885558195,0.3788363323166329,0.7755102039233652,0.3529411762629758,0.3627256000036141,0.001369211947872503,0
5,7,49,1.0,0.1296,0.36,0.9795918365347771,0.0,0.6353066000010585,-0.0,1
5,10,40,0.4032846553680163,0.053482782976873505,0.19995341421152554,0.829999999917,0.5142857141387756,0.3884141000016825,0.007435446771954674,0
5,10,41,0.28837499541722666,0.019698912690034327,0.12409165623192661,0.789999999921,0.4878048779298037,0.41745999999693595,0.012120395107304048,0
5,10,42,0.37866377545161545,0.0363809246467246,0.17823455427497853,0.789999999921,0.5116279068577609,0.39101180000579916,0.0056795112889975125,0
5,10,43,0.7035216457302771,0.17613562285699427,0.40989226686562324,0.89999999991,0.49999999975,0.4062980000016978,1.3111482404089074e-07,0
5,10,44,0.5396656090670632,0.07450275937012699,0.25106815671937155,0.8199999999180001,0.43749999986328125,0.40548580000177026,0.0034078933872198503,0
5,10,45,0.3463256742303653,0.04071762735265152,0.177516021648348,0.759999999924,0.4545454544421488,0.38028620000113733,0.005422125668259897,0
5,10,46,0.5316252556197765,0.06624631966060784,0.22748493613980228,0.829999999917,0.6382978722046174,0.37967029999708757,0.00016237591298111324,0
5,10,47,0.3797592822388049,0.03857672474960654,0.16578196043322205,0.859999999914,0.46153846136094673,0.4107358000037493,0.00234247326099654,0
5,10,48,0.2515548968699866,0.0151107626102529,0.10240243809410107,0.8099999999190001,0.48648648635500363,0.36332420000690036,0.0035338383821428665,0
5,10,49,0.3794346790276828,0.06254789912913171,0.21374455790575328,0.7399999999260001,0.5185185184224965,0.3739239000133239,0.008010521301238801,0
5,15,40,0.4108263210407949,0.03533560630015974,0.1492758580785677,0.7866666666317037,0.47826086951323254,0.4361736999999266,0.013312378331001205,0
5,15,41,0.4304480876657278,0.03245797969115367,0.1591304881090227,0.7999999999644444,0.3999999999466667,0.45847510000749025,0.004866729459207702,0
5,15,42,0.3572442956242254,0.03625963507596501,0.15958659516903204,0.7644444444104691,0.4175824175365294,0.4658727999922121,0.06290412773542627,0
5,15,43,0.34796699012893806,0.037466305461272865,0.17113203442669225,0.8133333332971852,0.46153846147928995,0.4666806000022916,0.0033236197954256536,0
5,15,44,0.46595423334551095,0.050477333042624854,0.18006772073421598,0.7955555555201975,0.4772727272184918,0.47045509998861235,0.014886234453605159,0
5,15,45,0.39562057441580895,0.04125105439781724,0.16788355221976003,0.8088888888529382,0.5057471263786498,0.46002139999473,0.007646113483486692,0
5,15,46,0.40541303067855444,0.048127812158486154,0.18371697218320204,0.7066666666352592,0.36538461534948224,0.474969200004125,0.039861156801686934,0
