factor,nodes_size,seed,RMSE,Trunc_MSE,Trunc_MAE,Accuracy,F1,Time,NoTears,Is_DAG
1.0,7,40,1.0,0.5618993653627422,0.7287336325604228,0.9387755100124948,0.0,1.635042900001281,-0.0,1
1.0,7,41,0.8478944254913943,0.21449126085512846,0.4159388697758881,0.9999999997959184,0.9999999987499999,0.34475420000671875,-0.0,1
1.0,7,42,0.8417381639957615,0.22022904909971766,0.435507892829918,0.9387755100124948,0.7692307686390532,0.42281709999952,-0.0,1
1.0,7,43,1.0,0.2785166666666667,0.4416666666666667,0.8775510202290712,0.0,1.7106706000049599,-0.0,1
1.0,7,44,1.0,0.1721,0.4,0.959183673273636,0.0,2.1965686999901664,-0.0,1
1.0,7,45,1.0,0.358625,0.5325,0.9183673467513536,0.0,1.4515199000015855,-0.0,1
1.0,7,46,1.0,0.28968000000000005,0.5160000000000001,0.8979591834902124,0.0,1.5598801000014646,-0.0,1
1.0,7,47,0.5342371719952187,0.15772213653594347,0.30324072886856523,0.9387755100124948,0.7272727266115702,1.3021927999943728,0.004928466357343704,0
1.0,7,48,1.0,0.6338993788409719,0.7560663936158153,0.9387755100124948,0.0,1.5792549000034342,-0.0,1
1.0,7,49,1.0,0.1296,0.36,0.9795918365347771,0.0,0.6616329000098631,-0.0,1
1.0,10,40,0.7207521976351349,0.17967255989052855,0.3846948901887581,0.9299999999070001,0.719999999712,1.0379415000061272,0.019424769013195297,0
1.0,10,41,0.5926523540758543,0.1118997378352721,0.3101705753538237,0.9599999999040001,0.8333333329861111,1.0667296000028728,0.01196960156631136,0
1.0,10,42,0.5998756897815336,0.102355091425933,0.29623812154273227,0.9199999999080001,0.6666666663888888,0.9893933999992441,0.0025535388495507693,0
1.0,10,43,1.0,0.3568331076202827,0.5699913241423165,0.939999999906,0.0,1.5407827000017278,-0.0,1
1.0,10,44,1.0,0.2734997697242474,0.46070140970264334,0.9199999999080001,0.0,1.464145500009181,-0.0,1
1.0,10,45,0.4558708421445424,0.07620488429037889,0.2456002019009522,0.89999999991,0.615384615147929,0.9809365999972215,0.0002834500809783709,0
1.0,10,46,0.9367413824769042,0.21079233597988214,0.43148221981685414,0.9499999999050001,0.8275862066111771,0.3585466000076849,-0.0,1
1.0,10,47,0.7320650906034247,0.18159475919894677,0.4039397097426452,0.9899999999010001,0.9230769223668639,0.4085434000007808,-0.0,1
1.0,10,48,0.42752425163379076,0.06170391007294239,0.2326943566718491,0.969999999903,0.8571428567346938,1.2599737000127789,6.270662823458449e-05,0
1.0,10,49,0.5645986471815976,0.14296286227623556,0.3216201410761751,0.89999999991,0.6874999997851562,0.9075949999969453,0.013727647521828316,0
1.0,15,40,0.613522797942812,0.09002988252724968,0.26382559284411855,0.9422222221803457,0.754716980989676,1.0807314999983646,0.06475723670384993,0
1.0,15,41,0.6333089231620167,0.09483665337313107,0.28189178566375384,0.9555555555130864,0.705882352733564,0.329367700003786,-0.0,1
1.0,15,42,0.5233008449861921,0.10532225040292055,0.27860360844382803,0.9066666666263703,0.6037735847917408,1.208062699995935,0.013593529339816281,0
1.0,15,43,0.5735158902812423,0.1148751485893354,0.31530117759057436,0.9511111110688395,0.7317073168947055,1.1529948999959743,1.1244112955486632e-06,0
1.0,15,44,0.6465508222315585,0.1074760835178114,0.2893067759064953,0.9466666666245925,0.7391304346219282,1.1604179999994813,0.0038260314299291324,0
1.0,15,45,0.6210704972656026,0.1101280803293565,0.3000387317011402,0.9511111110688395,0.765957446645541,1.0745186999993166,0.0027135443608840844,0
1.0,15,46,0.6048611550914557,0.12474412652450416,0.3136111832417086,0.9111111110706173,0.6551724136801427,1.0998543999885442,0.11602203372060405,0
1.0,15,47,0.6743767261575471,0.13834977479592378,0.34295017810417966,0.9511111110688395,0.7179487177646285,1.1708910000015749,0.028051672028439677,0
1.0,15,48,0.5590523678280778,0.07595735504554735,0.25286613356335386,0.9333333332918519,0.7368421051338874,1.0344181999971624,3.842261936926421e-05,0
1.0,15,49,0.6270232679075277,0.1282349891409184,0.3105761206227922,0.8577777777396542,0.5675675674908693,1.0318543000030331,0.10546905599014991,0
1.0,20,40,0.738533592154078,0.13125573557645392,0.3277719009282535,0.9024999999774375,0.530120481863841,1.394778200003202,0.0008541214266314729,0
1.0,20,41,0.6211168794115962,0.1018216074889398,0.28561438182348076,0.954999999976125,0.7428571427510204,1.2116976999968756,0.2638322460123132,0
1.0,20,42,0.5027462557748985,0.07430005090422699,0.22476583323068905,0.924999999976875,0.624999999921875,1.2645049999991897,0.021640680862469074,0
1.0,20,43,0.45052666696012666,0.05782539447197462,0.2023583052945714,0.90999999997725,0.6086956521077506,1.3930248999968171,0.018446642779104665,0
1.0,20,44,0.5031492392647948,0.061768586199967626,0.19409187026791103,0.8999999999775,0.6078431371953096,1.2369427000085125,0.06191147020588828,0
1.0,20,45,0.56080117206552,0.0827480784277721,0.24881252090181716,0.9124999999771874,0.6153846153169907,1.3523965000058524,0.02064156588133421,0
